ps2-0200j-20040614.bin	0eee5d1c779aa50e94edd168b4ebf42e	SCPH-70000 (NTSC-J)
ps2-0200a-20040614.bin	d333558cc14561c1fdc334c75d5f37b7	SCPH-70001/SCPH-70011/SCPH-70012 (NTSC-U/C)
ps2-0200e-20040614.bin	dc752f160044f2ed5fc1f4964db2a095	SCPH-70002/SCPH-70003/SCPH-70004/SCPH-70008 (PAL-E)
ps2-0200ed-20040614.bin	63ead1d74893bf7f36880af81f68a82d	DTL-H70002
ps2-0200h-20040614.bin	3e3e030c0f600442fa05b94f87a1e238	SCPH-70005/SCPH-70006/SCPH-70007 (NTSC-J)
ps2-0210j-20040917.bin	1ad977bb539fc9448a08ab276a836bbc	DESR-5500/DESR-5700/DESR-7500/DESR-7700 (PSX console) (NTSC-J)
ps2-0220j-20050620.bin	eb4f40fcf4911ede39c1bbfe91e7a89a	SCPH-75000 (NTSC-J)
ps2-0220ad-20050620.bin	9959ad7a8685cad66206e7752ca23f8b	DTL-H75000A
ps2-0220a-20050620.bin	929a14baca1776b00869f983aa6e14d2	SCPH-75001/SCPH-75010 (NTSC-U/C)
ps2-0220e-20050620.bin	573f7d4a430c32b3cc0fd0c41e104bbd	SCPH-75002/SCPH-75003/SCPH-75004/SCPH-75008 (PAL-E)
ps2-0220h-20050620.bin	df63a604e8bff5b0599bd1a6c2721bd0	SCPH-75006 (NTSC-J)
ps2-0220j-20060210.bin	5b1ba4bb914406fae75ab8e38901684d	SCPH-77000 (NTSC-J)
ps2-0220a-20060210.bin	cb801b7920a7d536ba07b6534d2433ca	SCPH-77001/SCPH-77010 (NTSC-U/C)
ps2-0220e-20060210.bin	af60e6d1a939019d55e5b330d24b1c25	SCPH-77002/SCPH-77003/SCPH-77004/SCPH-77008 (PAL-E)
ps2-0220h-20060210.bin	549a66d0c698635ca9fa3ab012da7129	SCPH-77006/SCPH-77007 (NTSC-J)
ps2-0220j-20060905.bin	5de9d0d730ff1e7ad122806335332524	SCPH-79000/SCPH-90000 (NTSC-J)
ps2-0220ad-20060905.bin	21fe4cad111f7dc0f9af29477057f88d	DTL-H90000
ps2-0220a-20060905.bin	40c11c063b3b9409aa5e4058e984e30c	SCPH-79001/SCPH-79010/SCPH-90001 (NTSC-U/C)
ps2-0220e-20060905.bin	80bbb237a6af9c611df43b16b930b683	SCPH-79002/SCPH-79003/SCPH-79004/SCPH-79008/SCPH-90002/SCPH-90003/SCPH-90004 (PAL-E)
ps2-0220h-20060905.bin	c37bce95d32b2be480f87dd32704e664	SCPH-79006/SCPH-79007/SCPH-90006/SCPH-90007 (NTSC-J)
ps2-0230j-20080220.bin	80ac46fa7e77b8ab4366e86948e54f83	SCPH-90000 (NTSC-J)
ps2-0230a-20080220.bin	21038400dc633070a78ad53090c53017	SCPH-90001/SCPH-90010 (NTSC-U/C)
ps2-0230e-20080220.bin	dc69f0643a3030aaa4797501b483d6c4	SCPH-90002/SCPH-90003/SCPH-90004/SCPH-90008 (PAL-E)
ps2-0230h-20080220.bin	30d56e79d89fbddf10938fa67fe3f34e	SCPH-90005/SCPH-90006/SCPH-90007 (NTSC-J)
ps2-0250e-20100415.bin	93ea3bcee4252627919175ff1b16a1d9	KDL-22PX300 (Sony Bravia TV) Europe model (PAL-E)
ps2-0250j-20100415.bin	d3e81e95db25f5a86a7b7474550a2155	KDL-22PX300 (Sony Bravia TV) (NTSC-J)
